,0,1,2,3,4,5,6,10,11,7_+,7_->,7_X,7_*,8_+,8_X,8_->,8_*,9_+,9_X,9_->,9_*
227,0.5,0.0,0.4,0.2,0.4,0,0,0.4,0.4,0,0,1,0,0,1,0,0,1,0,0,0
228,0.5,0.0,0.4,0.2,0.4,0,0,0.4,0.4,0,0,1,0,0,1,0,0,0,1,0,0
229,0.25,0.0,0.5,0.25,0.25,0,0,0.6,0.6,0,0,1,0,0,0,1,0,0,0,1,0
230,0.25,0.0,0.5,0.25,0.25,0,0,0.6,0.6,0,0,1,0,0,0,1,0,0,0,1,0
231,0.0,0.0,0.5,0.25,0.25,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,1,0
232,0.0,0.0,0.5,0.25,0.25,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,1,0,0
233,0.5,0.0,0.4,0.2,0.4,0,0,0.4,0.4,0,0,1,0,0,1,0,0,0,1,0,0
234,0.5,0.0,0.4,0.2,0.4,0,0,0.4,0.4,0,0,1,0,0,1,0,0,0,1,0,0
235,0.5,0.0,0.4,0.2,0.4,0,0,0.4,0.4,0,0,1,0,0,1,0,0,0,1,0,0
236,0.25,0.0,0.5,0.25,0.25,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,1,0
237,0.0,0.0,1.0,0.0,0.0,0,0,0.8,0.75,0,0,1,0,1,0,0,0,0,0,1,0
238,0.0,0.0,0.5,0.25,0.25,0,1,0.6,0.6,0,0,1,0,0,0,1,0,0,0,0,1
239,0.5,0.0,0.4,0.2,0.4,0,0,0.4,0.4,0,0,1,0,0,1,0,0,0,1,0,0
240,0.0,0.2,0.6,0.0,0.2,0,1,0.4,0.4,0,0,0,1,0,0,1,0,0,0,0,1
241,0.25,0.25,0.5,0.0,0.25,0,0,0.6,0.6,0,0,0,1,0,0,1,0,0,0,1,0
242,0.0,0.2,0.6,0.0,0.2,0,0,0.4,0.4,0,0,0,1,0,0,1,0,1,0,0,0
243,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
244,0.0,0.2,0.6,0.0,0.2,0,0,0.4,0.4,0,0,0,1,0,0,1,0,0,0,1,0
245,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
246,0.25,0.25,0.5,0.0,0.25,0,0,0.6,0.5,0,0,0,1,0,0,1,0,0,0,1,0
247,0.0,0.2,0.6,0.0,0.2,0,0,0.4,0.4,0,0,0,1,0,0,1,0,0,1,0,0
248,0.0,0.0,0.0,0.0,0.0,1,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
249,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
250,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0,0,0,1,0,0,0,1,0,1,0,0
251,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
252,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
253,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
254,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
255,0.0,0.0,0.5,0.0,0.5,2,1,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
256,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
257,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
258,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
259,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
260,0.2857142857142857,0.25,0.25,0.0,0.5,1,1,0.5,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,0,1
261,0.2857142857142857,0.25,0.25,0.0,0.5,1,1,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,1
262,0.2857142857142857,0.25,0.25,0.0,0.5,1,1,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,1
263,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
264,0.0,0.0,0.5,0.0,0.5,2,1,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,0,0
265,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
266,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
267,0.0,0.0,0.5,0.0,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
268,0.0,0.0,0.5,0.0,0.5,2,1,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
269,0.0,0.0,0.0,0.0,1.0,2,2,0.8333333333333334,0.8,0,1,0,0,0,1,0,0,0,0,0,1
270,0.0,0.0,1.0,0.0,0.0,3,3,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
271,0.0,0.5,0.25,0.25,0.0,1,1,0.4,0.4,0,0,1,0,0,0,0,1,0,0,0,1
272,0.0,0.5,0.25,0.25,0.0,1,1,0.4,0.4,0,0,1,0,0,0,0,1,0,0,0,1
273,0.0,0.0,1.0,0.0,0.0,3,2,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
274,0.0,0.5,0.25,0.25,0.0,1,0,0.4,0.4,0,0,1,0,0,0,0,1,1,0,0,0
275,0.0,0.0,1.0,0.0,0.0,3,2,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
276,0.0,0.5,0.25,0.25,0.0,1,1,0.4,0.5,0,0,1,0,0,0,0,1,0,0,0,1
277,0.0,0.0,1.0,0.0,0.0,3,2,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
278,0.0,0.0,1.0,0.0,0.0,3,3,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
279,0.0,0.5,0.25,0.25,0.0,1,0,0.4,0.4,0,0,1,0,0,0,0,1,0,1,0,0
280,0.0,0.0,0.0,0.0,0.0,3,0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0
281,0.0,0.0,1.0,0.0,0.0,3,2,0.8,0.8,0,0,1,0,0,0,0,1,1,0,0,0
282,0.0,0.0,1.0,0.0,0.0,3,3,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
283,0.0,0.0,1.0,0.0,0.0,3,2,0.8,0.8,0,0,1,0,0,0,0,1,0,1,0,0
284,0.0,0.0,1.0,0.0,0.0,3,2,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
285,0.0,0.0,0.5,0.5,0.0,1,1,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
286,0.0,0.0,0.5,0.5,0.0,1,2,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
287,0.0,0.0,0.5,0.5,0.0,1,1,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
288,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0,0.5,0.5,1,0,0,0,0,1,0,0,0,0,1,0
289,0.0,0.0,0.5,0.5,0.0,1,1,0.75,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,1
290,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0,0.5,0.5,1,0,0,0,0,1,0,0,0,1,0,0
291,0.0,0.0,0.5,0.5,0.0,1,1,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
292,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1
293,0.0,0.0,0.5,0.5,0.0,1,0,0.75,0.75,1,0,0,0,0,0,0,1,0,0,1,0
294,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1
295,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0,1,0.5,0.5,1,0,0,0,0,1,0,0,0,0,0,1
296,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0,0.5,0.5,1,0,0,0,0,1,0,0,0,0,1,0
297,0.0,0.0,0.5,0.5,0.0,1,0,0.75,0.75,1,0,0,0,0,0,0,1,1,0,0,0
298,0.0,0.0,0.5,0.5,0.0,1,1,0.75,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,1
299,0.0,0.0,0.5,0.5,0.0,1,1,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
300,0.0,0.0,0.5,0.5,0.0,2,2,0.75,0.8,1,0,0,0,0,0,0,1,0,0,0,1
301,0.0,0.0,0.5,0.5,0.0,2,2,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
302,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0,0,0.5,0.5,1,0,0,0,0,1,0,0,0,1,0,0
303,0.0,0.0,0.5,0.5,0.0,2,2,0.75,0.8,1,0,0,0,0,0,0,1,0,0,0,1
304,0.0,0.0,0.5,0.5,0.0,2,2,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
305,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0
306,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0
307,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
308,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1
309,0.0,0.0,0.5,0.5,0.0,2,1,0.75,0.75,1,0,0,0,0,0,0,1,0,1,0,0
310,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1
311,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
312,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
313,0.0,0.0,0.5,0.5,0.0,2,1,0.75,0.75,1,0,0,0,0,0,0,1,0,1,0,0
314,0.0,0.0,0.5,0.5,0.0,2,1,0.75,0.75,1,0,0,0,0,0,0,1,0,0,0,1
315,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.75,0.75,0,1,0,0,0,1,0,0,0,1,0,0
316,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.75,0.5,0,1,0,0,0,1,0,0,0,1,0,0
317,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.75,0.75,0,1,0,0,0,1,0,0,0,0,1,0
318,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0,1,0.75,0.75,0,1,0,0,0,1,0,0,0,0,0,1
319,0.3333333333333333,0.0,0.5,0.0,0.5,0,0,0.5,0.5,0,1,0,0,1,0,0,0,0,1,0,0
320,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
321,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,1,0,0,0
322,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
323,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.75,0.5,0,1,0,0,0,1,0,0,0,1,0,0
324,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.75,0.5,0,1,0,0,0,1,0,0,0,1,0,0
325,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
326,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
327,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0,0,0.75,0.5,0,1,0,0,0,1,0,0,1,0,0,0
328,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.75,0.5,0,1,0,0,0,1,0,0,0,1,0,0
329,0.3333333333333333,0.0,0.5,0.0,0.5,0,1,0.5,0.5,0,1,0,0,1,0,0,0,0,0,0,1
330,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0,1,0,0.4,0.4,1,0,0,0,0,0,0,1,0,1,0,0
331,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0,1,1,0.4,0.5,1,0,0,0,0,0,0,1,0,0,0,1
332,0.15,0.0,0.5,0.5,0.0,1,1,0.6,0.6,1,0,0,0,1,0,0,0,1,0,0,0
333,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0,1,1,0.4,0.4,1,0,0,0,0,0,0,1,0,0,0,1
334,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0,1,0,0.4,0.4,1,0,0,0,0,0,0,1,0,0,1,0
335,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0,1,1,0.4,0.4,1,0,0,0,0,0,0,1,0,0,0,1
336,0.1,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,1,0,0,0,0,1,0
337,0.1,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,1,0,0,0,1,0,0
338,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0,1,1,0.4,0.4,1,0,0,0,0,0,0,1,0,0,0,1
339,0.1,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,1,0,0,0,1,0,0
340,0.1,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,1,0,0,0,1,0,0
341,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
342,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1
343,0.1,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,1,0,0,0,1,0,0
344,0.1,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,1,0,0,0,0,1,0
345,0.3333333333333333,0.0,0.25,0.25,0.5,1,2,0.6,0.6,0,1,0,0,0,0,0,1,0,0,0,1
346,0.375,0.25,0.25,0.25,0.25,0,0,0.6,0.5,0,1,0,0,0,1,0,0,0,1,0,0
347,0.375,0.25,0.25,0.25,0.25,0,0,0.6,0.6,0,1,0,0,0,1,0,0,0,1,0,0
348,0.375,0.25,0.25,0.25,0.25,0,0,0.6,0.6,0,1,0,0,0,1,0,0,0,1,0,0
349,0.375,0.2,0.4,0.2,0.2,0,1,0.4,0.4,0,1,0,0,0,0,1,0,0,0,0,1
350,0.3333333333333333,0.0,0.25,0.25,0.5,1,1,0.6,0.4,0,1,0,0,0,0,0,1,0,0,0,1
351,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0,0,0.8,0.5,0,1,0,0,1,0,0,0,1,0,0,0
352,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0,0,0.8,0.8,0,1,0,0,1,0,0,0,1,0,0,0
353,0.3333333333333333,0.0,0.25,0.25,0.5,1,1,0.6,0.4,0,1,0,0,0,0,0,1,0,0,0,1
354,0.375,0.25,0.25,0.25,0.25,0,0,0.6,0.5,0,1,0,0,0,1,0,0,0,0,1,0
355,0.3333333333333333,0.0,0.25,0.25,0.5,1,1,0.6,0.4,0,1,0,0,0,0,0,1,0,0,0,1
356,0.3333333333333333,0.0,0.25,0.25,0.5,1,0,0.6,0.6,0,1,0,0,0,0,0,1,0,0,1,0
357,0.3333333333333333,0.0,0.25,0.25,0.5,1,1,0.6,0.6,0,1,0,0,0,0,0,1,0,0,0,1
358,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0,0,0.8,0.5,0,1,0,0,1,0,0,0,1,0,0,0
359,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0
360,0.16666666666666666,0.0,0.25,0.5,0.25,0,0,0.4,0.4,1,0,0,0,1,0,0,0,1,0,0,0
361,0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0.6,0.6,1,0,0,0,1,0,0,0,1,0,0,0
362,0.16666666666666666,0.0,0.25,0.5,0.25,0,0,0.4,0.4,1,0,0,0,1,0,0,0,0,1,0,0
363,0.16666666666666666,0.0,0.25,0.5,0.25,0,0,0.4,0.4,1,0,0,0,1,0,0,0,1,0,0,0
364,0.4,0.0,0.25,0.75,0.0,0,0,0.4,0.4,1,0,0,0,0,0,1,0,0,1,0,0
365,0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0.6,0.6,1,0,0,0,1,0,0,0,1,0,0,0
366,0.16666666666666666,0.0,0.25,0.5,0.25,0,0,0.4,0.4,1,0,0,0,1,0,0,0,1,0,0,0
367,0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0.6,0.6,1,0,0,0,1,0,0,0,0,0,1,0
368,0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0.6,0.6,1,0,0,0,1,0,0,0,1,0,0,0
369,0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0.6,0.5,1,0,0,0,1,0,0,0,1,0,0,0
370,0.16666666666666666,0.0,0.25,0.5,0.25,0,0,0.4,0.4,1,0,0,0,1,0,0,0,1,0,0,0
371,0.16666666666666666,0.0,0.25,0.5,0.25,0,0,0.4,0.4,1,0,0,0,1,0,0,0,1,0,0,0
372,0.16666666666666666,0.0,0.25,0.5,0.25,0,0,0.4,0.4,1,0,0,0,1,0,0,0,1,0,0,0
373,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
374,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
375,0.05263157894736842,0.0,0.4,0.4,0.2,2,2,0.5,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,0,1
376,0.05263157894736842,0.0,0.4,0.4,0.2,2,2,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,1
377,0.25,0.4,0.2,0.2,0.2,0,1,0.5,0.5,0,1,0,0,1,0,0,0,0,0,0,1
378,0.25,0.4,0.2,0.2,0.2,0,0,0.5,0.5,0,1,0,0,1,0,0,0,1,0,0,0
379,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0
380,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,1,0.3333333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1
381,0.05263157894736842,0.0,0.4,0.4,0.2,2,2,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,1
382,0.05263157894736842,0.0,0.4,0.4,0.2,2,1,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,1
383,0.25,0.4,0.2,0.2,0.2,0,0,0.5,0.3333333333333333,0,1,0,0,1,0,0,0,1,0,0,0
384,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0
385,0.05263157894736842,0.0,0.0,0.5,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,0
386,0.05263157894736842,0.0,0.4,0.4,0.2,2,2,0.5,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,0,1
387,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0
388,0.05263157894736842,0.0,0.4,0.4,0.2,2,1,0.5,0.5,0,1,0,0,0,0,0,1,0,0,1,0
389,0.05263157894736842,0.0,0.0,0.5,0.5,2,2,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,0
390,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2,2,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
391,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2,2,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
392,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2,2,0.75,0.8,0,0,1,0,0,0,0,1,0,0,0,1
393,0.0,0.75,0.25,0.0,0.0,0,0,0.5,0.5,0,0,1,0,0,0,1,0,0,0,1,0
394,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2,2,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
395,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2,2,0.75,0.8,0,0,1,0,0,0,0,1,0,0,0,1
396,0.0,0.0,0.0,0.0,0.0,3,3,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0
397,0.0,0.0,0.0,0.0,0.0,3,3,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0
398,0.0,0.75,0.25,0.0,0.0,0,0,0.5,0.5,0,0,1,0,0,0,1,0,0,0,1,0
399,0.0,0.0,0.0,0.0,0.0,3,3,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0
400,0.0,0.5,0.25,0.0,0.25,1,0,0.5,0.5,0,0,1,0,0,0,0,1,0,0,1,0
401,0.0,0.75,0.25,0.0,0.0,0,0,0.5,0.5,0,0,1,0,0,0,1,0,0,0,1,0
402,0.0,0.0,0.0,0.0,0.0,3,2,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1
403,0.0,0.5,0.25,0.0,0.25,1,1,0.5,0.75,0,0,1,0,0,0,0,1,0,0,0,1
404,0.0,0.5,0.25,0.0,0.25,1,0,0.5,0.5,0,0,1,0,0,0,0,1,1,0,0,0
405,0.0,0.0,0.5,0.5,0.0,3,3,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
406,0.0,0.0,0.5,0.5,0.0,3,2,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
407,0.0,0.6,0.2,0.0,0.2,0,0,0.4,0.4,0,0,1,0,1,0,0,0,1,0,0,0
408,0.0,0.0,0.0,0.0,0.0,3,3,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0
409,0.0,0.0,0.5,0.5,0.0,3,2,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
410,0.0,0.0,0.5,0.5,0.0,3,2,0.8,0.8,0,0,1,0,0,0,0,1,0,1,0,0
411,0.4,0.5,0.25,0.25,0.0,1,1,0.6,0.6,0,0,1,0,0,0,0,1,0,0,0,1
412,0.0,0.0,0.5,0.5,0.0,3,3,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
413,0.0,0.0,0.5,0.5,0.0,3,2,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
414,0.0,0.0,0.5,0.5,0.0,3,3,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
415,0.0,0.0,0.5,0.5,0.0,3,2,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
416,0.0,0.0,0.5,0.5,0.0,3,3,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
417,0.0,0.0,0.5,0.5,0.0,3,3,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
418,0.0,0.0,0.5,0.5,0.0,3,3,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
419,0.0,0.0,0.5,0.5,0.0,3,3,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
420,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
421,0.3333333333333333,0.4,0.4,0.0,0.2,0,0,0.4,0.4,0,0,1,0,1,0,0,0,1,0,0,0
422,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1,0.8,0.5,0,0,1,0,0,0,0,1,0,0,0,1
423,0.14285714285714285,0.2,0.4,0.2,0.2,1,0,0.4,0.4,0,0,1,0,0,0,0,1,0,1,0,0
424,0.14285714285714285,0.2,0.4,0.2,0.2,1,1,0.4,0.6,0,0,1,0,0,0,0,1,0,0,0,1
425,0.0,0.25,0.5,0.25,0.0,1,1,0.6,0.6,0,0,1,0,0,0,1,0,0,0,1,0
426,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,0,0.8,0.8,0,0,1,0,0,0,0,1,0,1,0,0
427,0.3333333333333333,0.4,0.4,0.0,0.2,0,0,0.4,0.4,0,0,1,0,1,0,0,0,1,0,0,0
428,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
429,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1,0.8,0.75,0,0,1,0,0,0,0,1,0,0,0,1
430,0.14285714285714285,0.2,0.4,0.2,0.2,1,1,0.4,0.4,0,0,1,0,0,0,0,1,0,0,0,1
431,0.14285714285714285,0.2,0.4,0.2,0.2,1,1,0.4,0.4,0,0,1,0,0,0,0,1,0,0,0,1
432,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
433,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2,0.8,0.8,0,0,1,0,0,0,0,1,0,0,0,1
434,0.0,0.25,0.5,0.25,0.0,1,1,0.6,0.6,0,0,1,0,0,0,1,0,0,1,0,0
435,0.09523809523809523,0.0,0.5,0.0,0.5,1,2,0.8,0.8,0,1,0,0,0,0,0,1,0,0,0,1
436,0.09523809523809523,0.0,0.5,0.0,0.5,1,1,0.8,0.75,0,1,0,0,0,0,0,1,0,0,0,1
437,0.5714285714285714,0.2,0.0,0.4,0.4,0,1,0.4,0.4,0,1,0,0,0,1,0,0,0,0,0,1
438,0.09523809523809523,0.0,0.5,0.0,0.5,1,1,0.8,0.75,0,1,0,0,0,0,0,1,0,0,0,1
439,0.42857142857142855,0.2,0.2,0.2,0.4,0,0,0.4,0.4,0,1,0,0,1,0,0,0,1,0,0,0
440,0.09523809523809523,0.0,0.5,0.0,0.5,1,1,0.8,0.8,0,1,0,0,0,0,0,1,0,0,0,1
441,0.09523809523809523,0.0,0.5,0.0,0.5,1,1,0.8,0.8,0,1,0,0,0,0,0,1,0,0,0,1
442,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
443,0.09523809523809523,0.0,0.5,0.0,0.5,1,0,0.8,0.8,0,1,0,0,0,0,0,1,0,0,1,0
444,0.42857142857142855,0.2,0.2,0.2,0.4,0,0,0.4,0.4,0,1,0,0,1,0,0,0,1,0,0,0
445,0.09523809523809523,0.0,0.5,0.0,0.5,1,1,0.8,0.75,0,1,0,0,0,0,0,1,0,0,0,1
446,0.09523809523809523,0.0,0.5,0.0,0.5,1,0,0.8,0.8,0,1,0,0,0,0,0,1,0,0,1,0
447,0.09523809523809523,0.0,0.5,0.0,0.5,1,1,0.8,0.8,0,1,0,0,0,0,0,1,0,0,0,1
