,#node,depth,m_tree,root-op,sub_depth,tree
407,16,5,"X( +( f, g, k ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )",X,3,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
408,16,5,"X( f, *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )",X,3,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
409,16,5,"X( +( f, g ), *( *( d, e, τ ), +( a, ->( b, c ), τ ), τ ) )",X,3,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
410,16,5,"X( +( f, g ), X( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )",X,4,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
411,16,5,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c, k ), τ ), τ ) )",X,4,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
412,16,5,"X( +( f, g ), *( *( d, X( e, k ), τ ), *( a, ->( b, c ), τ ), τ ) )",X,4,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
413,16,5,"X( +( f, g ), *( ->( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )",X,4,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
414,16,5,"X( +( f, g ), *( *( d, e, τ ), *( a, c, τ ), τ ) )",X,4,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
415,16,5,"X( +( f, g ), *( *( d, e, τ ), τ, τ ) )",X,5,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
416,16,5,"X( +( f, g ), *( *( τ, e, τ ), *( a, ->( b, c ), τ ), τ ) )",X,5,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
417,16,5,"X( +( f, g ), *( *( d, e, τ ), *( a, c, τ ), τ ) )",X,5,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
418,16,5,"X( +( f, g ), *( *( d, τ, τ ), *( a, ->( b, c ), τ ), τ ) )",X,5,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
419,16,5,"X( +( f, g ), *( *( d, e, τ ), *( a, b, τ ), τ ) )",X,5,"X( +( f, g ), *( *( d, e, τ ), *( a, ->( b, c ), τ ), τ ) )"
420,17,5,"X( *( a, +( f, g ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,3,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
421,17,5,"X( *( a, X( +( f, g, l ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,3,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
422,17,5,"X( *( a, b, τ ), ->( c, *( d, e, τ ), h, i ) )",X,3,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
423,17,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, X( d, e, τ ), h, i ) )",X,3,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
424,17,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, X( e, l ), τ ), h, i ) )",X,3,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
425,17,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i, l ) )",X,4,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
426,17,5,"X( X( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,4,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
427,17,5,"X( *( a, X( +( f, g, l ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,4,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
428,17,5,"X( *( a, *( +( f, g ), b, τ ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,4,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
429,17,5,"X( *( a, +( f, g ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,4,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
430,17,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( τ, e, τ ), h, i ) )",X,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
431,17,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, τ, τ ), h, i ) )",X,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
432,17,5,"X( *( τ, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
433,17,5,"X( *( a, *( +( f, g ), b, τ ), τ ), ->( c, *( d, e, τ ), h, i ) )",X,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
434,17,5,"X( *( a, X( +( f, g ), b ), τ ), X( c, *( d, e, τ ), h, i ) )",X,5,"X( *( a, X( +( f, g ), b ), τ ), ->( c, *( d, e, τ ), h, i ) )"
435,16,5,"->( h, i, X( a, b ), *( *( +( f, g ), e, τ ), +( c, d ), τ ) )",->,3,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
436,16,5,"->( h, i, X( a, b ), *( +( f, g ), +( c, d ), τ ) )",->,3,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
437,16,5,"->( h, i, *( a, b, τ ), *( ->( +( f, g ), e ), +( c, d ), τ ) )",->,3,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
438,16,5,"->( h, i, X( a, b ), *( ->( g, e ), +( c, d ), τ ) )",->,3,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
439,16,5,"->( h, i, X( a, b ), *( ->( +( f, g, k ), e ), +( c, d ), τ ) )",->,3,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
440,16,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d, k ), τ ) )",->,4,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
441,16,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), d, τ ) )",->,4,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
442,16,5,"->( h, i, b, *( ->( +( f, g ), e ), +( c, d ), τ ) )",->,4,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
443,16,5,"->( h, i, X( a, b ), ->( ->( +( f, g ), e ), +( c, d ), τ ) )",->,4,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
444,16,5,"->( h, i, X( a, b ), *( ->( +( f, g, k ), e ), +( c, d ), τ ) )",->,4,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
445,16,5,"->( h, i, X( a, b ), *( +( f, g ), +( c, d ), τ ) )",->,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
446,16,5,"->( h, i, X( a, b ), ->( ->( +( f, g ), e ), +( c, d ), τ ) )",->,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
447,16,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), τ, τ ) )",->,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
448,16,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ), k )",->,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
449,16,5,"->( h, i, X( a, b ), *( X( +( f, g ), e ), +( c, d ), τ ) )",->,5,"->( h, i, X( a, b ), *( ->( +( f, g ), e ), +( c, d ), τ ) )"
450,18,6,"+( i, j, ->( X( +( b, ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,3,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
451,18,6,"+( i, j, ->( X( +( c, ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,3,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
452,18,6,"+( i, j, ->( X( +( X( b, c ), ->( d, e, l ) ), f, *( g, h, τ ) ), a ) )",+,3,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
453,18,6,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, X( g, h, τ ) ), a ) )",+,3,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
454,18,6,"+( i, j, ->( X( +( X( b, c ), e ), f, *( g, h, τ ) ), a ) )",+,3,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
455,18,6,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, ->( g, h, τ ) ), a ) )",+,4,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
456,18,6,"+( i, j, ->( X( +( X( b, c, l ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,4,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
457,18,6,"+( i, j, ->( X( +( X( b, c, l ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,4,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
458,18,6,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ), l ), a ) )",+,4,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
459,18,6,"+( i, j, ->( X( +( X( b, c ), d ), f, *( g, h, τ ) ), a ) )",+,4,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
460,18,6,"+( i, j, ->( X( +( X( b, c, l ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,5,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
461,18,6,"+( i, j, ->( X( +( c, ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,5,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
462,18,6,"+( i, j, ->( X( +( c, ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,5,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
463,18,6,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, ->( g, h, τ ) ), a ) )",+,5,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
464,18,6,"+( i, j, +( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )",+,5,"+( i, j, ->( X( +( X( b, c ), ->( d, e ) ), f, *( g, h, τ ) ), a ) )"
465,16,4,"*( +( *( f, g, τ ), d ), +( h, i, b, c, a ), τ )",*,3,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
466,16,4,"*( +( X( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )",*,3,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
467,16,4,"*( +( ->( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )",*,3,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
468,16,4,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, c, a ), τ )",*,3,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
469,16,4,"*( X( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )",*,3,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
470,16,4,"*( +( *( f, X( g, l ), τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )",*,4,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
471,16,4,"*( *( *( f, g, τ ), ->( d, e ), τ ), +( h, i, b, c, a ), τ )",*,4,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
472,16,4,"->( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )",*,4,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
473,16,4,"*( +( *( f, g, τ ), ->( d, e ) ), X( +( h, i, b, c, a ), l ), τ )",*,4,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
474,16,4,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a, l ), τ )",*,4,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
475,16,4,"*( +( *( f, g, τ ), ->( d, e, l ) ), +( h, i, b, c, a ), τ )",*,5,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
476,16,4,"*( ->( d, e ), +( h, i, b, c, a ), τ )",*,5,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
477,16,4,"*( +( *( f, X( g, l ), τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )",*,5,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
478,16,4,"*( +( *( f, g, τ ), ->( d, e ) ), X( +( h, i, b, c, a ), l ), τ )",*,5,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
479,16,4,"*( +( *( f, g, τ ), ->( d, e, l ) ), +( h, i, b, c, a ), τ )",*,5,"*( +( *( f, g, τ ), ->( d, e ) ), +( h, i, b, c, a ), τ )"
480,17,6,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, τ, τ ), τ ), b ), a )",+,3,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
481,17,6,"+( X( *( *( e, *( f, g, τ ), τ ), *( τ, d, τ ), τ ), b ), a )",+,3,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
482,17,6,"+( X( *( *( e, *( f, X( g, l ), τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,3,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
483,17,6,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, X( d, l ), τ ), τ ), b ), a )",+,3,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
484,17,6,"+( X( *( *( e, *( τ, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,3,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
485,17,6,"+( X( *( *( e, ->( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,4,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
486,17,6,"+( X( *( *( e, +( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,4,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
487,17,6,"+( X( *( *( e, *( τ, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,4,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
488,17,6,"+( X( *( *( e, *( f, X( g, l ), τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,4,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
489,17,6,"+( X( *( *( e, *( τ, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,4,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
490,17,6,"+( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), a )",+,5,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
491,17,6,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b, l ), a )",+,5,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
492,17,6,"+( X( *( *( e, X( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,5,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
493,17,6,"+( +( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,5,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
494,17,6,"+( X( *( *( τ, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )",+,5,"+( X( *( *( e, *( f, g, τ ), τ ), *( c, d, τ ), τ ), b ), a )"
495,17,5,"X( a, *( f, g, τ ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )",X,3,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
496,17,5,"X( a, +( f, g ), *( +( *( b, X( c, l ), τ ), d, e ), ->( h, i ), τ ) )",X,3,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
497,17,5,"X( a, +( f, g ), *( +( *( τ, c, τ ), d, e ), ->( h, i ), τ ) )",X,3,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
498,17,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e, l ), ->( h, i ), τ ) )",X,3,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
499,17,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), i, τ ) )",X,3,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
500,17,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), i, τ ) )",X,4,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
501,17,5,"X( a, +( f, g ), *( +( ->( b, c, τ ), d, e ), ->( h, i ), τ ) )",X,4,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
502,17,5,"X( a, *( f, g, τ ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )",X,4,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
503,17,5,"X( a, f, *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )",X,4,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
504,17,5,"X( a, +( f, g ), *( +( *( b, τ, τ ), d, e ), ->( h, i ), τ ) )",X,4,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
505,17,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), X( ->( h, i ), l ), τ ) )",X,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
506,17,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), X( h, i ), τ ) )",X,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
507,17,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i, l ), τ ) )",X,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
508,17,5,"+( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )",X,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
509,17,5,"X( a, g, *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )",X,5,"X( a, +( f, g ), *( +( *( b, c, τ ), d, e ), ->( h, i ), τ ) )"
510,18,5,"X( ->( b, *( c, ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,3,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
511,18,5,"X( ->( b, *( +( c, d ), X( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,3,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
512,18,5,"X( ->( b, *( +( c, d, l ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,3,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
513,18,5,"X( ->( b, *( +( c, d ), X( ->( g, h ), l ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,3,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
514,18,5,"X( ->( b, *( +( c, d ), *( g, h, τ ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,3,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
515,18,5,"X( ->( b, *( +( c, d ), +( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,4,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
516,18,5,"X( ->( b, *( d, ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,4,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
517,18,5,"X( ->( b, *( +( c, d ), *( g, h, τ ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,4,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
518,18,5,"X( *( +( c, d ), ->( g, h ), τ ), a, ->( e, f, X( i, j ) ) )",X,4,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
519,18,5,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ), l ) )",X,4,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
520,18,5,"X( ->( b, *( +( c, d, l ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,5,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
521,18,5,"X( ->( b, *( +( c, d, l ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,5,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
522,18,5,"X( X( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,5,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
523,18,5,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), ->( e, f, X( i, j ) ) )",X,5,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
524,18,5,"X( ->( b, *( +( c, d, l ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )",X,5,"X( ->( b, *( +( c, d ), ->( g, h ), τ ) ), a, ->( e, f, X( i, j ) ) )"
525,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c, l ), τ ) ) )",X,3,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
526,18,5,"X( *( f, g, τ ), +( X( h, i, a ), X( +( d, e ), ->( b, c ), τ ) ) )",X,3,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
527,18,5,"X( *( τ, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )",X,3,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
528,18,5,"X( *( f, g, τ ), +( X( h, i, a, l ), *( +( d, e ), ->( b, c ), τ ) ) )",X,3,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
529,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( *( d, e, τ ), ->( b, c ), τ ) ) )",X,3,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
530,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e, l ), ->( b, c ), τ ) ) )",X,4,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
531,18,5,"X( *( f, g, τ ), +( X( h, a ), *( +( d, e ), ->( b, c ), τ ) ) )",X,4,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
532,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e, l ), ->( b, c ), τ ) ) )",X,4,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
533,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e, l ), ->( b, c ), τ ) ) )",X,4,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
534,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ), l ) )",X,4,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
535,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), X( b, c ), τ ) ) )",X,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
536,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), c, τ ) ) )",X,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
537,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( *( d, e, τ ), ->( b, c ), τ ) ) )",X,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
538,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ), l )",X,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
539,18,5,"X( *( f, g, τ ), +( X( h, i, a ), *( X( d, e ), ->( b, c ), τ ) ) )",X,5,"X( *( f, g, τ ), +( X( h, i, a ), *( +( d, e ), ->( b, c ), τ ) ) )"
540,18,5,"->( +( a, ->( b, c ), *( X( h, i ), X( d, e ), τ ) ), *( τ, g, τ ) )",->,3,"->( +( a, ->( b, c ), *( X( h, i ), X( d, e ), τ ) ), *( f, g, τ ) )"
541,18,5,"->( +( a, ->( b, c ), *( ->( h, i ), X( d, e ), τ ) ), *( f, g, τ ) )",->,3,"->( +( a, ->( b, c ), *( X( h, i ), X( d, e ), τ ) ), *( f, g, τ ) )"
542,18,5,"->( +( a, *( b, c, τ ), *( X( h, i ), X( d, e ), τ ) ), *( f, g, τ ) )",->,3,"->( +( a, ->( b, c ), *( X( h, i ), X( d, e ), τ ) ), *( f, g, τ ) )"
